N,repetition,design,utility,max,utility_ratio
70,5,[6.51034175 6.68635369],0.11500554044323,0.7103339866529925,0.1619034744277437
70,6,[6.33700172 8.08211133],0.1033135654271686,0.6450952166608236,0.1601524282910449
70,7,[-9.07756156 -5.28623225],0.0946006082478072,0.6664363769012412,0.1419499468016375
70,8,[ -6.36586599 -10.19997759],0.0794035839119599,0.6536069827129833,0.1214852136101308
70,9,[5.55192586 7.94416231],0.1063339956591848,0.686337334640829,0.1549296392492346
70,10,[6.77149985 8.60449371],0.0886486540461475,0.6699236094525804,0.1323265112548962
70,11,[6.79726505 8.4586794 ],0.0868736228308196,0.7015186562847233,0.1238365110500504
70,12,[-6.18199353 -7.94650073],0.1011823503641288,0.7164823484587061,0.1412209952998729
70,13,[-8.62088963 -6.29289964],0.0935254017712573,0.72372740532041,0.1292273873888354
70,14,[-8.90021971 -9.87621146],0.0682662267920513,0.6822353651099252,0.1000625741250631
70,15,[-10. -10.],0.0652404897410121,0.6427747239191999,0.1014982190700037
70,16,[6.42242178 6.22752025],0.1165231838361485,0.6685333117527196,0.1742967504949831
70,17,[4.81457683 8.36930573],0.1067192113019065,0.6630843849802018,0.1609436351077592
70,18,[-8.54401034 -7.81770689],0.0860920531453035,0.666094314773487,0.1292490436201668
70,19,[-7.13506536 -6.98532881],0.1054487872499368,0.6653861866009623,0.1584775719324864
70,20,[-6.8627301  -6.53931688],0.1105461968078815,0.6791296843145148,0.1627762699247379
70,21,[-7.84885347 -6.99607468],0.0945963400998317,0.6672491815093564,0.1417706349011164
70,22,[8.25424099 8.49180194],0.0783900443515064,0.644946512893855,0.1215450316953769
70,23,[9.03741558 7.31476604],0.0808578733226045,0.6650707217166381,0.1215778573350806
70,24,[-6.86556974 -3.88133955],0.1341667164953323,0.6608770432204336,0.2030131291012047
70,25,[-6.10775342 -7.76912342],0.1021701902703106,0.6479467895642703,0.1576829948320568
70,26,[-7.81958778 -6.21677151],0.1029083151264302,0.6810213168825602,0.1511088017002211
70,27,[7.76367402 8.17561342],0.0880867090803678,0.6447073822632566,0.1366305265051221
70,28,[6.53253656 6.43232134],0.1168327426458858,0.6885023725027389,0.1696911257127456
70,29,[9.00565253 6.74868325],0.0885398066416336,0.6842341374178036,0.12939986738424
70,30,[8.21602396 6.41781598],0.0885665949321093,0.6347591190683807,0.1395278811623789
70,31,[4.41825578 7.12868937],0.1361018904140418,0.6511582180665961,0.209015085178764
70,32,[-8.53172768 -8.51770714],0.0783232126088159,0.6867929431732408,0.1140419589154969
70,33,[-9.92205126 -5.78403353],0.0844837009454795,0.6964460935618882,0.1213068774833641
70,34,[-7.57549843 -9.59693286],0.0771565272920208,0.6729957083090968,0.1146463882895729
70,35,[-7.55435223 -4.61158281],0.1176649074532339,0.6301536346675655,0.1867241589668963
70,36,[-7.1510512  -3.98813669],0.1320775297655492,0.6201182880623279,0.2129876385007922
70,37,[ -8.94037057 -10.21797948],0.0714522057780964,0.7013555352057252,0.1018772964515603
70,38,[8.88952415 4.27805745],0.1030252400045843,0.6758584894068794,0.1524361114336188
70,39,[-9.30014591 -8.49050733],0.0756210543351384,0.650906354197805,0.1161780859065908
70,40,[8.44506674 6.73414874],0.0931238392303416,0.6473347444318845,0.1438573165295943
70,41,[-3.46028721 -6.30222584],0.1569096086398809,0.6755917153548023,0.2322550810995014
70,42,[-5.63729994 -5.70617643],0.1361163635466543,0.6569688825108874,0.2071884486011384
70,43,[6.91360437 9.18703334],0.0834109283469583,0.6603725065246461,0.1263089052358137
70,44,[7.64166699 7.25551748],0.0941124995099691,0.6760025455112352,0.1392191495947628
70,45,[-6.33611502 -5.62313247],0.1264068427924375,0.6450611289640269,0.1959610292988012
70,46,[7.69156837 8.9828961 ],0.0753392922988895,0.6243898341030292,0.1206606645143713
70,47,[10.12859553  5.67981283],0.0832860220652297,0.6733091172235999,0.1236965606654205
70,48,[8.88752018 9.43512314],0.0702026670666228,0.6274193308945807,0.1118911445819292
70,49,[7.72570299 6.99740132],0.0958332243442983,0.6428632535345162,0.1490724875273228
70,50,[-7.41834927 -6.88451797],0.0968674663764391,0.6271597319268111,0.1544542186706327
70,51,[-8.06996717 -9.71089683],0.0763527903516863,0.6488984021823426,0.1176652463542835
70,52,[ -5.31380628 -10.06673641],0.0857079649756844,0.6861779250139801,0.1249063280109721
70,53,[8.9188176  9.38920376],0.0725588858456047,0.6588189444113665,0.1101347896278753
70,54,[5.52918205 7.66268044],0.1072142067206389,0.6877293702715409,0.1558959255707035
70,55,[-7.2669205  -8.40150717],0.0826893492696309,0.6673869076988833,0.123900166928266
70,56,[7.7105141  6.89209955],0.0974941103423543,0.6700422412274184,0.1455044239655092
70,57,[8.70531891 8.67389323],0.0788842866829431,0.6980343145252417,0.1130091816998928
70,58,[6.67541258 8.57395062],0.0887298815506793,0.6674506463277492,0.1329384907166736
70,59,[7.36840813 8.03988514],0.0901830678729485,0.6319761081427071,0.1427001222213675
70,60,[4.96867829 7.97111808],0.1122165807895079,0.6631204981225487,0.1692250218583495
70,61,[-8.3034061  -8.36660682],0.0825307551448702,0.6449816424532228,0.127958301000568
70,62,[-4.30951877 -5.62202599],0.166089919263548,0.6495710559436217,0.2556916872200714
70,63,[-6.37118887 -9.32388176],0.0875593392032679,0.6727842623815908,0.1301447493633641
70,64,[-6.31218479 -8.66791734],0.0922160747948925,0.6767347793940105,0.1362661970432026
70,65,[4.37120244 6.69067877],0.1335045877654519,0.6793725673434677,0.1965115964094508
70,66,[8.57376058 6.52353192],0.0918404303301336,0.6733652276316153,0.1363902182076704
70,67,[2.67947205 5.50054588],0.1798080166247205,0.6733795631618525,0.2670232755215087
70,68,[-9.09168747 -4.76134003],0.1059260979466725,0.7083728257907291,0.1495343893640066
70,69,[6.52688796 8.31489832],0.1002908717335663,0.696952938141267,0.1438990586667677
70,70,[9.10082314 9.3303913 ],0.0707045109856504,0.6423591234935784,0.1100700657929664
70,71,[6.71091193 8.39738367],0.0928271277752425,0.6816622815365991,0.1361775915868371
70,72,[6.89408992 8.28182557],0.0962084474597,0.6654431479400197,0.144578012047352
70,73,[-6.25760996 -7.03625004],0.1044730796191306,0.6726139633681216,0.1553239827136215
70,74,[7.47423938 9.41825488],0.0822937706347223,0.691546746024719,0.1189995775524635
70,75,[3.9506189  6.79672185],0.1342778950846201,0.7084473924345116,0.1895382727335434
70,76,[-5.51819912 -7.22545436],0.1199661176845691,0.695709356044023,0.1724371199587231
70,77,[-6.32170837 -7.4434997 ],0.104704895548123,0.6477116742147981,0.1616535562294036
70,78,[-5.66713701 -5.20795894],0.1405313504661867,0.6453998896300712,0.2177430655383845
70,79,[-5.78809673 -5.86269294],0.1261254227496751,0.693493465201731,0.18186966291454
70,80,[-6.23237756 -5.97298428],0.1226198012733369,0.6962149057683139,0.1761234932739896
70,81,[-6.30668271 -3.47537341],0.1656590630387242,0.6342546156675003,0.2611870043143192
70,82,[-7.46537838 -8.83394452],0.0834178024154643,0.6623868786015491,0.1259351673625819
70,83,[-5.45233469 -3.8913313 ],0.1601226276416635,0.6966977520747917,0.2298308372099844
70,84,[-7.63469723 -9.8366606 ],0.077004986013659,0.6748505284147278,0.1141067284848235
70,85,[-7.2023382  -4.10634777],0.1267893453141656,0.6861624359973996,0.1847803649144181
70,86,[ 4.1388378  10.33352242],0.0849888957636145,0.7138256693710073,0.1190611369278764
70,87,[8.76090581 7.76493525],0.0804885083238549,0.6544902935184572,0.1229789182833544
70,88,[-6.1958375 -7.0484862],0.1080377864601056,0.6587731969680594,0.1639984549422156
70,89,[8.46314353 6.09304347],0.0948361823472747,0.6833855296857538,0.1387740568502876
70,90,[ -7.42020487 -10.46300959],0.0710115782587712,0.6356681753758959,0.1117117090481669
70,91,[-7.0200199  -9.45661329],0.0841266835036641,0.681190646859128,0.1234994694826774
70,92,[-6.1941071  -7.42789908],0.1124076555571457,0.6526108324466081,0.1722430121727133
70,93,[5.91454886 8.84265565],0.0940202029278952,0.670847313744861,0.1401514189615632
70,94,[-3.2587018 -6.1341878],0.1641911839577026,0.695061814975043,0.2362252974055236
70,95,[6.31012529 6.79943386],0.1134075684303274,0.6435933665947278,0.1762099709485359
70,96,[-7.7825031  -6.43163188],0.1006853308654757,0.7147591815191014,0.1408660895428944
70,97,[8.56620815 8.79251612],0.0809554132097045,0.7210990630540233,0.1122667014249601
70,98,[-9.77156886 -8.1789245 ],0.070687369795933,0.6807384006526411,0.1038392570893066
70,99,[9.7563113  7.52564821],0.0802292620552626,0.677393152946732,0.1184382536290142
120,0,[4.65158313 5.78670088],0.1314244392853378,0.635000023559977,0.206967613242812
120,1,[-6.86323346 -7.70608923],0.0822741957592011,0.6669881797365683,0.1233518048126368
120,2,[-6.27658152 -4.52156654],0.1346597297080015,0.6481028577627437,0.2077752444617324
120,3,[-6.68588959 -6.95908561],0.0937965667638189,0.6780793622799142,0.138326827185015
120,4,[8.3552435  7.68329832],0.0749448633631353,0.6457827388217109,0.1160527509606078
120,5,[-5.59561297 -7.66578991],0.0953827717070714,0.6468021020317906,0.1474682463267309
120,6,[-5.08836743 -7.56359271],0.0992217352019492,0.6488747093340722,0.152913549834264
120,7,[-8.77137554 -8.76241471],0.060240315322398,0.6356754986987087,0.094765828548868
120,8,[4.38166165 7.48680267],0.1097436052298709,0.6327265101799653,0.1734455621255015
120,9,[-5.37452416 -8.25408968],0.0917083538409437,0.632705885051761,0.144946263354957
120,10,[7.44406802 6.25495693],0.0915598655557801,0.651028920834644,0.1406387068617426
120,11,[-6.5815301  -9.31999121],0.0697647568148196,0.649433326757395,0.1074240479205977
120,12,[-8.04681514 -6.91962702],0.0788307612716693,0.6736999228834212,0.1170116821956507
120,13,[-4.08211643 -8.8775719 ],0.0941016133322468,0.6293126426250635,0.1495307847935789
120,14,[6.67164629 8.27329105],0.0796447017603342,0.6693738286848744,0.1189838896402822
120,15,[-8.56807306 -6.49957231],0.0819157997932362,0.6291802958966263,0.1301944773659837
120,16,[-7.73916708 -6.4663706 ],0.0855520270000837,0.6180415473552626,0.1384243945511105
120,17,[-4.70633881 -7.68292442],0.107002083349281,0.6893533495329939,0.1552209522471606
120,18,[-5.4428735  -8.64773329],0.0863435838053502,0.6393125047078188,0.1350569293882518
120,19,[4.76732056 6.25122736],0.1276681582647898,0.6405227848963833,0.1993186835429166
120,20,[-6.86357017 -4.29595195],0.1201998342749142,0.638360924485366,0.1882944736503365
120,21,[6.40178624 5.79895191],0.109550022867948,0.6546005968498583,0.1673539917243229
120,22,[-7.10084893 -7.05858564],0.0885978265010943,0.6569161074778848,0.1348693166335201
120,23,[-8.42614717 -7.66007843],0.0705564130761464,0.6669657273431969,0.1057871644427699
120,24,[-5.77943045 -5.47942145],0.1168043474326557,0.6134336482923719,0.1904107278070032
120,25,[-4.91157387 -5.19119037],0.1455176258258699,0.6284830767916774,0.2315378586941721
120,26,[4.70546194 8.61140905],0.0922118214620394,0.6451322557043466,0.1429347558530674
120,27,[-7.32384081 -5.8076111 ],0.1032047810167478,0.6472517306569439,0.1594507610076185
120,28,[6.39296201 5.00658541],0.1148820416482227,0.6948882560766297,0.1653244829562265
120,29,[-4.52378662 -9.36604639],0.0829625483929872,0.6539252758270718,0.1268685451683418
120,30,[-6.33734466 -5.49154613],0.1132364293916282,0.6344788154807387,0.1784715685201089
120,31,[-5.89301996 -6.99513438],0.0994420186780488,0.658301733002035,0.1510584184923321
120,32,[-5.72415049 -6.60077059],0.1089682827339292,0.6440191918215323,0.1692003656377464
120,33,[-4.41712379 -8.82500955],0.0863231520120231,0.6490401432461756,0.1330012525577813
120,34,[-9.40912091 -3.72591279],0.0855395878415117,0.6539238073681005,0.1308097164802574
120,35,[8.42993071 3.44044803],0.1036199411468025,0.635359302185106,0.1630887291496895
120,36,[ 4.8544459  10.95504496],0.0648317723859741,0.6339731607482828,0.1022626451716864
120,37,[2.62525489 2.4075596 ],0.3247232926583443,0.6145380120921329,0.5284022896368225
120,38,[8.46507863 7.80303213],0.0708613546375505,0.6238863346127221,0.1135805525882175
120,39,[6.00991482 7.93556881],0.0843305665471285,0.6644354879966519,0.1269206237032804
120,40,[5.62965396 7.03083224],0.105172829280588,0.6432852351778009,0.1634933051922429
120,41,[7.42732719 8.77078958],0.0661413304303961,0.6457450969803017,0.1024263765062915
120,42,[-7.96775207 -5.63070581],0.0948298928061655,0.655024809630327,0.1447729786902029
120,43,[5.31543943 6.05801486],0.1253737338041328,0.6572875919476844,0.1907441055332012
120,44,[-7.17479607 -7.65884928],0.083943715453345,0.6501604695154337,0.1291123028687187
120,45,[-8.49690204 -5.17267085],0.0861211434595051,0.6485014164888374,0.1328002395519633
120,46,[-8.19382435 -3.7369794 ],0.1048440756450689,0.6345798451644025,0.1652180989421539
120,47,[-4.30369161 -8.15180224],0.0980752250062181,0.6575188554672794,0.1491595627877758
120,48,[5.90794497 9.6769057 ],0.0722562503904868,0.6448404623000331,0.1120529101613155
120,49,[-7.63405934 -8.16436853],0.0700608275717732,0.6276676473659317,0.1116208997959196
120,50,[-4.57785126 -7.23921322],0.1115817966041828,0.6648695655338841,0.1678250929031225
120,51,[6.33346422 4.97443503],0.1198209660639453,0.6535478062127201,0.1833392521938103
120,52,[7.36354247 6.07776011],0.0935130817768674,0.6354414662892229,0.1471623851099209
120,53,[-7.64759974 -5.22309676],0.0942041565351226,0.6438879632685928,0.146305198899682
120,54,[-5.57340422 -5.82799634],0.1212433889221826,0.6491036710078227,0.1867858623167784
120,55,[-4.9486425  -8.00968787],0.1005173419042351,0.6535347681075104,0.1538056532100208
120,56,[6.73524645 5.25283055],0.1116722203163469,0.6309099640856187,0.1770018333411395
120,57,[9.5809227  7.19784218],0.0683994463362854,0.6558544938602158,0.1042905811831848
120,58,[-4.49023054 -6.96963291],0.1148857932108638,0.6223354966571418,0.184604275070231
120,59,[-7.41384746 -7.21907073],0.07910169191903,0.6561680917128303,0.1205509577775211
120,60,[-4.89412884 -5.84921791],0.1290004855754328,0.6437401613274221,0.2003921664751005
120,61,[4.92007455 9.59417912],0.0790281706436167,0.6782610912196579,0.1165158545384156
120,62,[5.07007302 8.03565509],0.0984640534526082,0.6376767081014563,0.1544106162286584
120,63,[6.03266286 8.70681152],0.0771985126504213,0.6750951784056666,0.1143520426745405
120,64,[-5.27230989 -7.21802277],0.1031949883179745,0.6555757346518299,0.1574112384937194
120,65,[-8.59649644 -7.79231676],0.0678428359536493,0.6572488903619081,0.1032224427435584
120,66,[-3.04943282 -7.03238444],0.1351041145424678,0.6304202268438911,0.214308026280894
120,67,[3.80488542 1.50545094],0.2717385264889567,0.6290719738486288,0.4319673070578472
120,68,[-8.15107759 -7.21459407],0.0789057724435106,0.6531153832814429,0.1208144448337213
120,69,[6.88801221 4.82938772],0.1153322362494588,0.618666963132458,0.1864205511564805
120,70,[-6.90413278 -6.57475315],0.0994587874651308,0.6289254124555893,0.1581408311627955
120,71,[-8.17568929 -6.80669218],0.0773975221095881,0.637670913879807,0.1213753370663799
120,72,[-7.5638436  -5.96690535],0.094166477593488,0.6347800673429055,0.1483450449029611
120,73,[-7.63728329 -6.05289949],0.08735326484177,0.6332692691307861,0.1379401608444849
120,74,[-8.16138439 -7.19263074],0.0771492512016671,0.6456876190741919,0.119483863284054
120,75,[-7.53101422 -1.68688279],0.1252354488097052,0.6540256410345971,0.1914840045286242
120,76,[8.31281625 4.37998183],0.0953650118858981,0.6665536738420964,0.1430717669534436
120,77,[-5.42017941 -4.46033283],0.1548966787561415,0.6411582867702003,0.241588827520931
120,78,[7.85245516 4.11764695],0.1089326094437955,0.6478036592797934,0.1681568294394989
120,79,[-3.93516584 -3.80656742],0.195759599416485,0.6337412830053967,0.3088951353904745
120,80,[-9.55499699 -4.23696084],0.0802000109548392,0.6533819782532663,0.1227459795711595
120,81,[-8.29185754 -7.19723039],0.0742456352530119,0.6459388975833148,0.1149421958188166
120,82,[-7.57940278 -5.36223292],0.0993520847738764,0.6598598331423333,0.1505654379669537
120,83,[8.65079781 7.00134059],0.0753089880692377,0.6423315372165831,0.1172431738220022
120,84,[-8.28643415 -4.78309462],0.0949383044268411,0.6367942750942658,0.1490878736508541
120,85,[-4.91328189 -8.56501882],0.0934838504610702,0.6456393974761663,0.1447926672791389
120,86,[-7.28015151 -6.09953837],0.0909719931306517,0.6699071606089159,0.1357979112328971
120,87,[4.76980198 5.55094032],0.1414989977463217,0.6571498883226085,0.2153222579212506
120,88,[-2.899999   -7.15179264],0.1218777242878364,0.6697550834005468,0.1819735710985974
120,89,[2.8054706  4.42835005],0.2122864612634992,0.6372856398495041,0.3331103793796938
120,90,[-6.05389978 -3.92846941],0.1378284957386228,0.615749337300177,0.2238386424302908
120,91,[-6.8361767  -2.36024247],0.1421418279079544,0.6412670953179834,0.2216577599969806
120,92,[4.07179134 3.15258975],0.2064255059740769,0.6387496395282511,0.3231712289129941
120,93,[-7.47014748 -8.98902056],0.0647354141643996,0.6281685455712327,0.1030542115182345
120,94,[8.43619659 5.25490051],0.0884612553335861,0.6582775726460584,0.1343829092915943
120,95,[-4.10953835 -7.26809432],0.1186140116927181,0.6561632972690514,0.1807690435999531
120,96,[-3.94178866 -6.3121991 ],0.1307004735115532,0.6587659490233921,0.1984019873906873
120,97,[2.64675432 4.11033361],0.218160652403187,0.6491505167884453,0.3360709831712025
120,98,[9.08807636 7.28956244],0.0693913719452204,0.6755167573174995,0.102723390935224
120,99,[8.20616335 6.40294329],0.0831105077044905,0.6140320188057913,0.1353520747438042
230,0,[-4.84875125 -5.52195099],0.1190482725928563,0.6353424099629517,0.1873765558949517
230,1,[-8.53092036 -6.61268201],0.0675683431072312,0.6577319750047007,0.102729296544764
230,2,[5.5910786  7.54357106],0.0788053692864065,0.6399635710965467,0.1231403986814083
230,3,[7.2487713  4.60238497],0.0944829132887529,0.6376180619229672,0.1481810490182878
230,4,[4.70576938 9.41217646],0.0696342192026513,0.629586650296402,0.1106030745249575
230,5,[-5.30119102 -7.76897826],0.0802330043741657,0.6271692147019413,0.1279287989482967
230,6,[-4.21384763 -8.5023214 ],0.0793351578705187,0.6316295249737107,0.1256039414462469
230,7,[-4.12252029 -5.696977  ],0.1272764645500298,0.6508252437075813,0.1955616592635052
230,8,[7.67046132 2.58263398],0.1045812963717559,0.6304610398956902,0.1658806647101602
230,9,[6.97365084 4.54848281],0.0969220501977425,0.6277944681290057,0.1543850019682333
230,10,[-5.81846601 -5.00711502],0.1138550692016853,0.6490568313821706,0.1754161788255586
230,11,[-7.64414663 -6.48922972],0.0728257361851997,0.6444314397065529,0.1130077331707489
230,12,[7.85748272 7.48270074],0.0625265812714961,0.6457593457658114,0.0968264442186977
230,13,[3.90804121 5.8423484 ],0.1268442562986932,0.6329677601176703,0.2003960774797006
230,14,[-5.90315051 -5.98402287],0.0952175928481739,0.6572142526148966,0.1448805963494038
230,15,[4.79819299 5.39041282],0.1196365324167707,0.6376952543283946,0.1876076881625363
230,16,[9.9927187  2.51777064],0.0714172539007032,0.6363533336036887,0.1122289302646772
230,17,[2.95023195 7.54854219],0.1028315570287536,0.6319811676390962,0.1627130083842582
230,18,[-6.58151495 -3.20739428],0.1184343207212954,0.6373826636822584,0.1858135268962007
230,19,[4.48418513 3.90309775],0.1544957418769855,0.6526495571430564,0.2367208254201283
230,20,[-7.09472869 -6.34667699],0.0822472722413684,0.6200709741217745,0.1326417066334345
230,21,[-5.35149205 -2.74795035],0.1601105458267721,0.6200201761902333,0.2582344123228134
230,22,[-4.9324085  -4.22807811],0.1372371438786341,0.6241874904474048,0.2198652584021914
230,23,[7.53672111 5.16686149],0.085066503399902,0.6539531130585945,0.1300804319166533
230,24,[6.4596016  7.15811197],0.07632305703084,0.6605391636259627,0.1155466037954091
230,25,[-6.65235443 -9.23559153],0.0572401496470839,0.6255726397652573,0.0915004046029938
230,26,[3.69256075 8.82716614],0.079335658992612,0.6409450032102175,0.123779198831809
230,27,[-4.61869419 -2.13342937],0.1966656893932585,0.6430726790587854,0.3058218702139586
230,28,[7.36622768 8.17546742],0.0629398628268113,0.6296771273813259,0.099955771124422
230,29,[2.92546904 4.70581149],0.1708119068959177,0.6363452024225563,0.2684264865133569
230,30,[7.35136033 5.84555812],0.0786862430695034,0.6643532846110589,0.1184403613140406
230,31,[6.90465947 5.16912683],0.0859784717041907,0.6344342028294723,0.1355199188832205
230,32,[2.13475554 5.17504109],0.1676418434135814,0.6269338990407998,0.2673995514839302
230,33,[-8.39456407 -5.72620885],0.0707669457553356,0.6523038063719604,0.1084877093526916
230,34,[-4.46580045 -7.37039693],0.0913205485086835,0.6400042293506982,0.1426874141149516
230,35,[-6.45507264 -6.09887054],0.088097811336004,0.6427230914830823,0.1370696222112052
230,36,[-5.53563163 -5.62421758],0.1087007074285308,0.636139308946771,0.1708756335282943
230,37,[5.33981985 2.41043797],0.1604192375755795,0.6189736407066525,0.2591697400755814
230,38,[-7.67902144 -8.04239379],0.0617910808020891,0.63256069489675,0.0976840345924037
230,39,[-6.15752834 -6.50616602],0.0910968365185548,0.6351590398951225,0.1434236636757886
230,40,[-4.00328847 -5.53239477],0.1325997678303486,0.6284763270500688,0.2109860978419713
230,41,[7.76410423 8.16314606],0.0597617365942694,0.6283851475541521,0.0951036745965091
230,42,[5.03807441 7.30653086],0.0896134653804163,0.6357550539992377,0.140955962232152
230,43,[5.85547135 8.09686571],0.0744406076889826,0.639846040806391,0.116341436754326
230,44,[4.38381767 3.04586564],0.1771990886435401,0.6290321791205054,0.2817011506331754
230,45,[-5.32982157 -6.37799889],0.0980130995867551,0.6406075190806135,0.1530002328530603
230,46,[-6.51328553 -4.77395461],0.103041010964995,0.646942130143085,0.159273922912093
230,47,[-4.79566619 -5.58452884],0.1190032055751063,0.6592617456971118,0.1805097995626468
230,48,[8.82435582 6.23915792],0.0644494155387981,0.6457283644044065,0.0998088656028663
230,49,[5.54480692 8.39753531],0.0720696856573247,0.6456125316338169,0.1116299361088017
230,50,[5.57537201 7.1082066 ],0.0857348431837712,0.6152624565722146,0.1393467816343323
230,51,[-2.59611776 -6.56502495],0.1266526418593862,0.6583769405355957,0.1923710173633255
230,52,[-5.5230631  -7.34346146],0.0833383528161316,0.6604761953395837,0.1261791922315735
230,53,[5.6310261  2.05885889],0.1578182010626869,0.6406074683360958,0.2463571045660794
230,54,[ 6.1835254  10.08426841],0.0533141539164309,0.6339657628824832,0.0840962667668752
230,55,[8.10926579 7.13961548],0.0623211550426391,0.6244684635112072,0.0997987227284868
230,56,[-4.96118622 -5.29562157],0.1199265248056726,0.6262662197500559,0.1914944811386051
230,57,[3.42446302 5.44770397],0.1402537858468208,0.6098460808853172,0.2299822696953525
230,58,[7.90648491 7.13286689],0.0662758557653378,0.6299631482367466,0.1052059250621921
230,59,[7.59200168 6.27351698],0.0756189647251786,0.6415632039818975,0.1178667421321008
230,60,[-6.6505065  -4.14487715],0.1071686642915691,0.6387202442102463,0.1677865470258879
230,61,[8.5549347  7.94075223],0.0551788110136534,0.641364039575302,0.0860335279324231
230,62,[-4.8198006  -8.45467795],0.0771487049934293,0.643167469521181,0.1199511925733187
230,63,[-1.96524573 -4.38188808],0.2001452192638448,0.64821403305755,0.3087640949699641
230,64,[-5.53707849 -8.73432836],0.0689341087888048,0.6651983706599647,0.1036294011370067
230,65,[5.74085058 5.15999156],0.109272593402265,0.637753646018566,0.1713398176309037
230,66,[6.59181362 9.90647882],0.0517013245693097,0.637451600976361,0.0811062745628386
230,67,[-6.3831317  -7.77185815],0.0705481341865357,0.6650875482942835,0.1060734550924415
230,68,[-8.71081786 -5.35508355],0.0718426452521391,0.6641984587245716,0.1081644263223601
230,69,[3.79215702 7.45055518],0.0979612078562595,0.6496766177637218,0.150784567549092
230,70,[3.19920849 7.64037095],0.0978820361657781,0.6425825342803454,0.1523260140822225
230,71,[-3.38201392 -6.34598188],0.1249770527804621,0.617362960875785,0.2024369142638082
230,72,[1.45458641 2.74015625],0.3229857986331021,0.6387551329896322,0.5056488503214026
230,73,[5.34715775 7.27465295],0.0877736870452857,0.6554339095213536,0.1339169148410167
230,74,[-4.54286337 -5.24071647],0.1298034595578656,0.6309902371610157,0.2057138952607004
230,75,[ 0.12494182 -1.57069255],0.5051279916069819,0.6201595158530332,0.8145130062419106
230,76,[4.88915326 6.45731706],0.0989433815404875,0.657561607009247,0.1504701315980209
230,77,[7.60643455 7.47395608],0.0626888154857683,0.646526035638328,0.096962553756825
230,78,[-8.1475011 -8.4919336],0.0548849463885513,0.651117541673599,0.0842934537556427
230,79,[6.99528887 3.95710927],0.0997556815680717,0.6520693979186974,0.1529832282982089
230,80,[-6.60482353 -8.23801525],0.0657432328230671,0.6279924696578966,0.1046879317818591
230,81,[7.45306536 6.61468659],0.0744127330200269,0.6579095267173406,0.1131048115252434
230,82,[4.45542758 5.78927048],0.1199888440019706,0.6323902543473596,0.1897386039350048
230,83,[-4.76455318 -5.30149017],0.1223574220213022,0.6491344408569597,0.1884931908092431
230,84,[-2.587122   -6.14409232],0.1377736214223475,0.6557652828612034,0.2100959367980267
230,85,[5.14310732 6.36245882],0.1027280385250216,0.6319411652675859,0.1625594978949076
230,86,[-4.84997278 -3.37654015],0.1586152289096545,0.626116661215333,0.253331749073363
230,87,[4.21994332 8.76265042],0.0780005440770167,0.6432230125774342,0.1212651639506239
230,88,[6.71613929 7.4773455 ],0.0733938673533966,0.649160810573759,0.1130596088949481
230,89,[-7.40393399 -9.00422838],0.0563059798943268,0.627452570798328,0.0897374279982421
230,90,[-9.33714749 -7.09223664],0.0564919456518949,0.643486205180244,0.0877904533106055
230,91,[-5.96611872 -4.39781113],0.1145847153373194,0.6328740420152088,0.1810545349157579
230,92,[-9.15248329 -1.64576181],0.0819531087043417,0.6515870626180533,0.1257746100345471
230,93,[3.33356668 4.14396878],0.1839161154890949,0.6301322992802617,0.2918690498791512
230,94,[-1.90984881 -6.02361885],0.1404632142583797,0.6548060442381893,0.2145111754760856
230,95,[-6.91541786 -7.75284225],0.0655438241646009,0.6410484167756779,0.1022447329240292
230,96,[5.91801261 8.19089256],0.071449506041924,0.6639865473097856,0.1076068578970606
230,97,[-5.39297782 -6.29393348],0.0972716208140231,0.635697224701028,0.1530156449239975
230,98,[-7.715822   -5.34555067],0.081810706285683,0.636507428376601,0.1285306386672337
230,99,[7.14008589 4.17582542],0.0985770406910022,0.6400296816184597,0.154019483036674
430,0,[-5.19773504 -6.96488336],0.0847770073426078,0.6466619001517009,0.1310994312835191
430,1,[-6.86334189 -6.52000396],0.0759272281596449,0.6489677936679091,0.1169969124823758
430,2,[5.31063576 1.83678625],0.170653999968421,0.6555416733544415,0.2603251736768702
430,3,[-7.37720448 -7.2569376 ],0.0629969560056545,0.6508973356658599,0.0967847808767098
430,4,[-1.71295214 -5.54691447],0.166711234743658,0.6606373951259552,0.2523490737485022
430,5,[-7.70286691 -6.16721253],0.0701381446947234,0.6580095550203074,0.1065913772218077
430,6,[-5.53061587 -3.81198382],0.1352640699913677,0.6361337561661071,0.2126346364742316
430,7,[7.54944977 6.6273013 ],0.067460319466021,0.6595547112805471,0.1022816125974516
430,8,[-3.12458439 -4.46888915],0.176300304734637,0.654746018345841,0.2692651803825313
430,9,[6.71977755 6.05140991],0.0837644340598364,0.643737301601506,0.1301220759639766
430,10,[4.75075951 6.99081882],0.0941083192585063,0.6480935145716227,0.1452079324088131
430,11,[6.08538825 4.91332992],0.1086297841938313,0.6509478491101457,0.1668793964713605
430,12,[-3.20125633 -1.77679616],0.2884482744951673,0.6362016991777244,0.453391235622256
430,13,[5.73189634 5.32812322],0.1037836976657463,0.6474176023779551,0.1603041024596031
430,14,[5.87451012 8.27378659],0.0678162883428416,0.646850224115912,0.1048407897446896
430,15,[9.23738554 3.92557152],0.0692680108277621,0.6617500382966346,0.1046739808373266
